,col_name,value
419,TR_DPO_AUD10,0.0006614814335029451
488,MOM_RSI_AUD2,0.0006582200365518043
566,VOL_ATR_AUD19,0.0006555813392104045
551,VOL_ATR_AUD4,0.0006535918101681606
133,OUTDATED - RBA Deputy Governor Lowe Speech_VOL_USD_hourly,0.0006510313711398447
409,TR_CCI_AUD18,0.0006492048307933264
369,correl_AUD_JPY_20p,0.0006373487780494767
166,Exports_PC_AUD_Daily,0.0006180412560279448
557,VOL_ATR_AUD10,0.0006050662154111085
803,nb_months,0.0005978895709582406
272,Private Sector Credit (MoM)_PC_USD_Daily,0.0005974238451483952
190,Trade Balance_PC_AUD_Daily,0.0005846304478718941
8,PC_macro_economic_ind_AUD_daily,0.0005690720585901185
442,TR_TRIX_AUD15,0.0005497287482834773
173,Investment Lending for Homes_PC_AUD_Daily,0.000548471206054187
351,correl_AUD_CAD_7p,0.0005370783649788339
430,TR_TRIX_AUD3,0.0005267335862386746
490,MOM_RSI_AUD4,0.0005242628400902265
468,TR_VI_NEG_AUD12,0.000521547702830299
509,MOM_STOCH_OSCILLATOR_AUD4,0.0005191639342166201
263,Investment Lending for Homes_PC_USD_Daily,0.0005097741259453509
11,Building Permits (MoM)_PC_AUD_hourly,0.0005078836999956195
182,Private Sector Credit (MoM)_PC_AUD_Daily,0.0005064643773694523
552,VOL_ATR_AUD5,0.00050549841735119
445,TR_TRIX_AUD18,0.0004995668519097714
458,TR_VI_NEG_AUD7,0.0004993025660234639
531,MOM_STOCH_OSCILLATOR_SIGNAL_AUD7,0.000486646881578522
346,STDEV_AUD_H4_7p,0.0004853117046958228
447,TR_TRIX_AUD20,0.00048476005883148297
25,Investment Lending for Homes_PC_AUD_hourly,0.00048394468473797345
357,correl_AUD_CHF_10p,0.0004816325534768883
448,TR_VI_NEG_AUD1,0.0004748695531116859
422,TR_DPO_AUD14,0.0004703134012460995
459,TR_VI_POS_AUD7,0.00046865031526560565
424,TR_DPO_AUD16,0.00046763392559147837
401,TR_CCI_AUD10,0.00046070534410221645
549,VOL_ATR_AUD2,0.0004576874959771291
425,TR_DPO_AUD17,0.0004437362818667765
771,STDEV_AUD_H1_2p_h1_1,0.00043932471549613976
770,PC3_AUD_H1_h1_1,0.00043405337326049825
450,TR_VI_NEG_AUD2,0.000429491063152363
395,TR_CCI_AUD4,0.0004263501859806958
461,TR_VI_POS_AUD8,0.00042518479649597394
578,VOL_BOLLINGER_BANDS_AUD12,0.0004235894152341495
446,TR_TRIX_AUD19,0.00042276380884674776
256,Exports_PC_USD_Daily,0.0004215305627385916
427,TR_DPO_AUD20,0.00041831902682482145
470,TR_VI_NEG_AUD13,0.00041606085043356856
788,PC2_AUD_H1_h1_2_1,0.0004135030835725629
368,CS_AUD_JPY_H4_20,0.00041315802062908726
250,Company Gross Operating Profits (QoQ)_PC_USD_Daily,0.00040500001772634077
367,correl_AUD_JPY_10p,0.00040006469552231454
489,MOM_RSI_AUD3,0.00039819537268895604
565,VOL_ATR_AUD18,0.0003969431813183773
412,TR_DPO_AUD1,0.0003954449065367706
452,TR_VI_NEG_AUD4,0.0003884815442579313
277,Retail Sales s_a_ (MoM)_PC_USD_Daily,0.00038712535387229523
109,RBA trimmed mean CPI (QoQ)_PC_USD_hourly,0.0003748264112666181
410,TR_CCI_AUD19,0.0003723601488701248
396,TR_CCI_AUD5,0.0003651345430910821
157,Building Permits (MoM)_PC_AUD_Daily,0.00036040904618885587
342,PC50_AUD_H4,0.00034277797860226335
404,TR_CCI_AUD13,0.0003394427957849386
529,MOM_STOCH_OSCILLATOR_SIGNAL_AUD5,0.0003322145312640831
417,TR_DPO_AUD6,0.0003286809179678487
465,TR_VI_POS_AUD10,0.0003269246983263832
521,MOM_STOCH_OSCILLATOR_AUD16,0.00032313173351644094
652,VOL_DONCHAIN_CHANNEL_H_BAND_AUD14,0.00032092633227021836
454,TR_VI_NEG_AUD5,0.0003204518551189565
377,TR_ADX_AUD5,0.0003193494881611382
355,correl_AUD_CHF_7p,0.00031899610694245635
416,TR_DPO_AUD5,0.00031739583133842783
194,Westpac Leading Index (MoM)_PC_AUD_Daily,0.0003145189723299112
455,TR_VI_POS_AUD5,0.00031387518526023497
407,TR_CCI_AUD16,0.00031091737417112466
426,TR_DPO_AUD18,0.00030782050980256615
329,RPData/Rismark house price index_VOL_USD_Daily,0.0002998410997205003
772,STDEV_AUD_H1_3p_h1_1,0.00029218013448193927
460,TR_VI_NEG_AUD8,0.0002894868838980962
663,VOL_DONCHAIN_CHANNEL_H_BAND_INDICATOR_AUD6,0.00028827804108790163
550,VOL_ATR_AUD3,0.0002875039272055763
441,TR_TRIX_AUD14,0.0002805527283568183
517,MOM_STOCH_OSCILLATOR_AUD12,0.00028038348116871337
86,CFTC AUD NC net positions_PC_USD_hourly,0.00027685017274840985
576,VOL_BOLLINGER_BANDS_AUD10,0.0002734523944941411
649,VOL_DONCHAIN_CHANNEL_H_BAND_AUD11,0.000272491648271072
328,RBA's Governor Philip Lowe Speech_VOL_USD_Daily,0.0002714999799123833
414,TR_DPO_AUD3,0.0002632013803655983
418,TR_DPO_AUD8,0.000260997951884293
746,VOL_KELTNER_CHANNEL_L_BAND_AUD1,0.00025746366279393897
196,Building Permits (MoM)_VOL_AUD_Daily,0.0002564739544792757
532,MOM_STOCH_OSCILLATOR_SIGNAL_AUD8,0.0002546426977465916
394,TR_CCI_AUD3,0.0002523877644800678
382,TR_ADX_AUD10,0.0002507305129338454
350,CS_AUD_CAD_H4_7,0.00024963138106379564
405,TR_CCI_AUD14,0.00024860141562942637
103,Part-time employment_PC_USD_hourly,0.00024734729591822273
725,VOL_KELTNER_CHANNEL_CENTRAL_AUD20,0.00024656185878908993
352,correl_AUD_CAD_10p,0.00024642789223931245
68,RBA Assist Gov Debelle Speech_VOL_AUD_hourly,0.00024343446731903804
526,MOM_STOCH_OSCILLATOR_SIGNAL_AUD2,0.00024318969570843394
560,VOL_ATR_AUD13,0.00023761770430733985
338,PC2_AUD_H4,0.0002361351927214159
306,New Motor Vehicle Sales (YoY)_VOL_USD_Daily,0.00023280398374017844
798,STDEV_AUD_H1_2p_h1_4,0.00023247722960270063
546,MOM_UO_AUD,0.0002277789985834244
797,PC3_AUD_H1_h1_4,0.000227247419489498
403,TR_CCI_AUD12,0.0002261276631985638
480,TR_VI_NEG_AUD18,0.00022304117284252368
145,RBA Assistant Governor Kent Speech_VOL_USD_hourly,0.00022256231368453333
257,Fulltime employment_PC_USD_Daily,0.00022084237821019142
384,TR_ADX_AUD12,0.00021991867678876353
631,VOL_BOLLINGER_MAVG_AUD13,0.00021991283351432606
348,STDEV_AUD_H4_14p,0.00021894048072654932
682,VOL_DONCHAIN_CHANNEL_L_BAND_AUD5,0.00021659666870648087
152,RBA's Governor Philip Lowe Speech_VOL_USD_hourly,0.00021616697766869175
744,VOL_KELTNER_CHANNEL_H_BAND_AUD19,0.00021601535468342373
544,MOM_STOCH_OSCILLATOR_SIGNAL_AUD20,0.00021479659874748135
72,RBA Assistant Governor Kent Speech_VOL_AUD_hourly,0.00021424351321209264
508,MOM_STOCH_OSCILLATOR_AUD3,0.00021225399337834798
765,VOL_KELTNER_CHANNEL_L_BAND_AUD20,0.00021122545504012618
439,TR_TRIX_AUD12,0.00020955269491927295
507,MOM_STOCH_OSCILLATOR_AUD2,0.00020819637490072064
363,correl_AUD_GBP_10p,0.00020798643988875914
423,TR_DPO_AUD15,0.000205219643043724
542,MOM_STOCH_OSCILLATOR_SIGNAL_AUD18,0.0001991210349541733
415,TR_DPO_AUD4,0.00019677817286902017
341,PC20_AUD_H4,0.00019461352093546165
284,Westpac Leading Index (MoM)_PC_USD_Daily,0.0001944170732624592
420,TR_DPO_AUD12,0.0001937730953363554
429,TR_TRIX_AUD2,0.00019113282439892976
537,MOM_STOCH_OSCILLATOR_SIGNAL_AUD13,0.00018445523946611809
280,Trade Balance_PC_USD_Daily,0.00018313507874624543
474,TR_VI_NEG_AUD15,0.0001819335077541195
479,TR_VI_POS_AUD17,0.00018177586712345788
466,TR_VI_NEG_AUD11,0.0001779971395582592
518,MOM_STOCH_OSCILLATOR_AUD13,0.0001768601517766449
400,TR_CCI_AUD9,0.00017599741070314437
261,House Price Index (YoY)_PC_USD_Daily,0.00017475406682304192
464,TR_VI_NEG_AUD10,0.00017258699036060891
814,month_10,0.00017217097036903664
386,TR_ADX_AUD14,0.00016995211327781233
245,ANZ Job Advertisements_PC_USD_Daily,0.00016846953432652316
437,TR_TRIX_AUD10,0.0001666236729460283
558,VOL_ATR_AUD11,0.00016651086546068446
443,TR_TRIX_AUD16,0.00016625349190095573
79,RBA's Governor Philip Lowe Speech_VOL_AUD_hourly,0.00016559657105092026
159,CFTC AUD NC net positions_PC_AUD_Daily,0.0001646509441289298
516,MOM_STOCH_OSCILLATOR_AUD11,0.00016333872910232676
41,Westpac Consumer Confidence_PC_AUD_hourly,0.00016125337462196776
553,VOL_ATR_AUD6,0.00016085399363775817
497,MOM_RSI_AUD11,0.00015938170576644965
475,TR_VI_POS_AUD15,0.00015862575473896235
397,TR_CCI_AUD6,0.00015135327193488795
779,PC2_AUD_H1_h1_2,0.00015047825760153882
476,TR_VI_NEG_AUD16,0.00014988210936972562
513,MOM_STOCH_OSCILLATOR_AUD8,0.00014919328421601484
390,TR_ADX_AUD18,0.00014876909895357899
530,MOM_STOCH_OSCILLATOR_SIGNAL_AUD6,0.0001457954585666522
605,VOL_BOLLINGER_L_BANDS_AUD9,0.0001432894123047311
543,MOM_STOCH_OSCILLATOR_SIGNAL_AUD19,0.00014157375870977053
55,Investment Lending for Homes_VOL_AUD_hourly,0.00014100765736361974
498,MOM_RSI_AUD12,0.00014036590924614614
251,Construction Work Done_PC_USD_Daily,0.00013965705343798
528,MOM_STOCH_OSCILLATOR_SIGNAL_AUD4,0.00013850787666508244
112,Trade Balance_PC_USD_hourly,0.00013828111412377754
406,TR_CCI_AUD15,0.00013593100043856173
265,National Australia Bank's Business Confidence_PC_USD_Daily,0.00013509929482096112
220,Private Capital Expenditure_VOL_AUD_Daily,0.00013444624792799422
191,Unemployment Rate s_a__PC_AUD_Daily,0.00013426199728176937
278,TD Securities Inflation (MoM)_PC_USD_Daily,0.00013417804910283499
38,TD Securities Inflation (MoM)_PC_AUD_hourly,0.00013364825038971422
491,MOM_RSI_AUD5,0.00013270179271133298
686,VOL_DONCHAIN_CHANNEL_L_BAND_AUD9,0.00012962971033209867
533,MOM_STOCH_OSCILLATOR_SIGNAL_AUD9,0.00012885209718912024
453,TR_VI_POS_AUD4,0.00012721694465744754
519,MOM_STOCH_OSCILLATOR_AUD14,0.00012655483552475777
17,Employment Change s_a__PC_AUD_hourly,0.00012598382880634357
160,Company Gross Operating Profits (QoQ)_PC_AUD_Daily,0.00012528714770703995
538,MOM_STOCH_OSCILLATOR_SIGNAL_AUD14,0.0001250667212514407
589,VOL_BOLLINGER_H_BANDS_AUD10,0.00012445677641039914
602,VOL_BOLLINGER_L_BANDS_AUD6,0.0001220604821967075
161,Construction Work Done_PC_AUD_Daily,0.00012172008980103806
432,TR_TRIX_AUD5,0.00012078672697662299
738,VOL_KELTNER_CHANNEL_H_BAND_AUD13,0.00012072158310712548
286,Building Permits (MoM)_VOL_USD_Daily,0.00012054713635319648
535,MOM_STOCH_OSCILLATOR_SIGNAL_AUD11,0.0001194793414375732
701,VOL_DONCHAIN_CHANNEL_L_BAND_INDICATOR_AUD6,0.00011882983240390864
340,PC14_AUD_H4,0.00011724297070476181
331,TD Securities Inflation (YoY)_VOL_USD_Daily,0.00011722989080006036
225,RBA Assist Gov Debelle Speech_VOL_AUD_Daily,0.00011607832798993065
20,Fulltime employment_PC_AUD_hourly,0.00011578581561198347
648,VOL_DONCHAIN_CHANNEL_H_BAND_AUD10,0.00011417968855287607
402,TR_CCI_AUD11,0.00011255354167444695
29,New Motor Vehicle Sales (YoY)_PC_AUD_hourly,0.00011227272293793322
428,TR_TRIX_AUD1,0.0001094134806252643
514,MOM_STOCH_OSCILLATOR_AUD9,0.00010885543087667147
387,TR_ADX_AUD15,0.0001087512757137093
2,PC_macro_economic_ind_USD_hourly,0.00010749958192180664
444,TR_TRIX_AUD17,0.00010460090747699974
247,Building Permits (MoM)_PC_USD_Daily,0.00010349539846920988
185,RBA trimmed mean CPI (QoQ)_PC_AUD_Daily,0.00010287295908907473
84,Building Permits (MoM)_PC_USD_hourly,0.00010186220802323105
469,TR_VI_POS_AUD12,0.00010181872145609206
199,Current Account Balance_VOL_AUD_Daily,0.0001017104821754278
155,ANZ Job Advertisements_PC_AUD_Daily,0.00010128338746070417
485,TR_VI_POS_AUD20,0.00010093644987126373
388,TR_ADX_AUD16,9.996797416967421e-05
167,Fulltime employment_PC_AUD_Daily,9.987612386453936e-05
273,Producer Price Index (QoQ)_PC_USD_Daily,9.8727861662045e-05
347,STDEV_AUD_H4_10p,9.817098741459214e-05
658,VOL_DONCHAIN_CHANNEL_H_BAND_AUD20,9.743242896378538e-05
499,MOM_RSI_AUD13,9.688931436045473e-05
606,VOL_BOLLINGER_L_BANDS_AUD10,9.533690110591158e-05
515,MOM_STOCH_OSCILLATOR_AUD10,9.512326962533706e-05
244,Westpac Leading Index (MoM)_VOL_AUD_Daily,9.424791004893769e-05
527,MOM_STOCH_OSCILLATOR_SIGNAL_AUD3,9.34179583507056e-05
657,VOL_DONCHAIN_CHANNEL_H_BAND_AUD19,9.282698259481214e-05
27,National Australia Bank's Business Confidence_PC_AUD_hourly,9.224615324824387e-05
53,House Price Index (YoY)_VOL_AUD_hourly,9.181778081467365e-05
36,RBA trimmed mean CPI (QoQ)_PC_AUD_hourly,8.909274441723754e-05
436,TR_TRIX_AUD9,8.777992843414288e-05
88,Consumer Price Index (QoQ)_PC_USD_hourly,8.739734848982626e-05
467,TR_VI_POS_AUD11,8.685097125286964e-05
575,VOL_BOLLINGER_BANDS_AUD9,8.6795977383071e-05
330,TD Securities Inflation (MoM)_VOL_USD_Daily,8.519577229254967e-05
171,House Price Index (YoY)_PC_AUD_Daily,8.368827377765902e-05
710,VOL_KELTNER_CHANNEL_CENTRAL_AUD5,8.355699840878587e-05
175,National Australia Bank's Business Confidence_PC_AUD_Daily,8.34457532949982e-05
512,MOM_STOCH_OSCILLATOR_AUD7,8.21402917871513e-05
16,Dwelling Unit Starts (QoQ)_PC_AUD_hourly,7.919996911569992e-05
271,Private Capital Expenditure_PC_USD_Daily,7.917790434849446e-05
383,TR_ADX_AUD11,7.908242690199005e-05
214,National Australia Bank's Business Confidence (QoQ)_VOL_AUD_Daily,7.861106199388272e-05
727,VOL_KELTNER_CHANNEL_H_BAND_AUD2,7.84127212282822e-05
486,MOM_AO_AUD,7.822194765462965e-05
267,New Motor Vehicle Sales (MoM)_PC_USD_Daily,7.787814251892913e-05
679,VOL_DONCHAIN_CHANNEL_L_BAND_AUD2,7.756584286916187e-05
781,STDEV_AUD_H1_3p_h1_2,7.753673487750215e-05
556,VOL_ATR_AUD9,7.694856623632775e-05
6,PC_macro_economic_ind_AUD_hourly,7.581916799669795e-05
142,RBA Assist Gov Edey Speech _VOL_USD_hourly,7.41870986508726e-05
481,TR_VI_POS_AUD18,7.362206556880426e-05
379,TR_ADX_AUD7,7.255603556133446e-05
118,Building Permits (MoM)_VOL_USD_hourly,7.252219136628395e-05
289,Current Account Balance_VOL_USD_Daily,7.252114155602971e-05
484,TR_VI_NEG_AUD20,7.251355513530086e-05
688,VOL_DONCHAIN_CHANNEL_L_BAND_AUD11,7.231817669523805e-05
206,Home Loans_VOL_AUD_Daily,7.212295580057501e-05
695,VOL_DONCHAIN_CHANNEL_L_BAND_AUD18,7.1494827392015e-05
275,RBA trimmed mean CPI (QoQ)_PC_USD_Daily,7.07476558926224e-05
483,TR_VI_POS_AUD19,7.057972382169642e-05
568,VOL_BOLLINGER_BANDS_AUD2,7.048494075213979e-05
176,National Australia Bank's Business Confidence (QoQ)_PC_AUD_Daily,7.015049184238718e-05
694,VOL_DONCHAIN_CHANNEL_L_BAND_AUD17,6.997317587994463e-05
184,RBA Foreign Exchange Transaction_PC_AUD_Daily,6.887529499790632e-05
413,TR_DPO_AUD2,6.883647057636519e-05
15,Consumer Price Index (QoQ)_PC_AUD_hourly,6.830379014512851e-05
281,Unemployment Rate s_a__PC_USD_Daily,6.81453065718355e-05
282,Westpac Consumer Confidence_PC_USD_Daily,6.79431362478413e-05
164,Employment Change s_a__PC_AUD_Daily,6.792420469285882e-05
230,RBA Bulletin_VOL_AUD_Daily,6.724950119290569e-05
178,New Motor Vehicle Sales (YoY)_PC_AUD_Daily,6.71530922341748e-05
213,National Australia Bank's Business Confidence_VOL_AUD_Daily,6.613706814915274e-05
268,New Motor Vehicle Sales (YoY)_PC_USD_Daily,6.561197357198824e-05
805,month_1,6.555888753777048e-05
457,TR_VI_POS_AUD6,6.54544340208745e-05
127,Imports_VOL_USD_hourly,6.407932174002451e-05
646,VOL_DONCHAIN_CHANNEL_H_BAND_AUD8,6.403901906080219e-05
385,TR_ADX_AUD13,6.388370090124855e-05
89,Dwelling Unit Starts (QoQ)_PC_USD_hourly,6.354939013210944e-05
482,TR_VI_NEG_AUD19,6.318963114576652e-05
709,VOL_KELTNER_CHANNEL_CENTRAL_AUD4,6.313289969964393e-05
495,MOM_RSI_AUD9,6.299989028712779e-05
641,VOL_DONCHAIN_CHANNEL_H_BAND_AUD3,6.228327407504537e-05
431,TR_TRIX_AUD4,6.160705345934697e-05
246,AiG Performance of Mfg Index_PC_USD_Daily,6.147024319832744e-05
434,TR_TRIX_AUD7,6.104685340895335e-05
726,VOL_KELTNER_CHANNEL_H_BAND_AUD1,6.080904469014983e-05
494,MOM_RSI_AUD8,6.068259781100417e-05
604,VOL_BOLLINGER_L_BANDS_AUD8,5.986022652924599e-05
102,New Motor Vehicle Sales (YoY)_PC_USD_hourly,5.8780625550018e-05
4,PC_macro_economic_ind_USD_daily,5.7799919350240576e-05
411,TR_CCI_AUD20,5.7786152582385913e-05
158,Building Permits (YoY)_PC_AUD_Daily,5.6957863891242075e-05
212,National Australia Bank's Business Conditions_VOL_AUD_Daily,5.637952147791883e-05
689,VOL_DONCHAIN_CHANNEL_L_BAND_AUD12,5.628007783680477e-05
478,TR_VI_NEG_AUD17,5.593585718513144e-05
583,VOL_BOLLINGER_BANDS_AUD17,5.526325934953905e-05
391,TR_ADX_AUD19,5.5154515275428493e-05
336,bid_high,5.5136126617220366e-05
389,TR_ADX_AUD17,5.320875016996376e-05
511,MOM_STOCH_OSCILLATOR_AUD6,5.287825788194969e-05
30,Part-time employment_PC_AUD_hourly,5.214715781789635e-05
789,PC3_AUD_H1_h1_2_1,5.17070269163411e-05
13,CFTC AUD NC net positions_PC_AUD_hourly,5.158272051862831e-05
217,OUTDATED - RBA Deputy Governor Lowe Speech_VOL_AUD_Daily,5.131127763748824e-05
614,VOL_BOLLINGER_L_BANDS_AUD18,4.763717280934808e-05
326,RBA trimmed mean CPI (YoY)_VOL_USD_Daily,4.6553282395503865e-05
791,STDEV_AUD_H1_3p_h1_2_1,4.63727719487649e-05
75,RBA Rate Statement_VOL_AUD_hourly,4.4524833352285524e-05
456,TR_VI_NEG_AUD6,4.383151761920448e-05
107,Private Sector Credit (YoY)_PC_USD_hourly,4.342124632204384e-05
237,RBA's Governor Glenn Stevens Speech_VOL_AUD_Daily,4.2783605400531965e-05
327,RBA's Governor Glenn Stevens Speech_VOL_USD_Daily,4.177122678078016e-05
129,National Australia Bank's Business Confidence_VOL_USD_hourly,3.963059902344054e-05
435,TR_TRIX_AUD8,3.877830135695042e-05
320,RBA Bulletin_VOL_USD_Daily,3.86793942953286e-05
120,Consumer Inflation Expectation_VOL_USD_hourly,3.858894757144543e-05
534,MOM_STOCH_OSCILLATOR_SIGNAL_AUD10,3.84472588220382e-05
111,TD Securities Inflation (MoM)_PC_USD_hourly,3.808872267316277e-05
21,HIA New Home Sales (MoM)_PC_AUD_hourly,3.742415932810692e-05
183,Producer Price Index (QoQ)_PC_AUD_Daily,3.705815951553201e-05
523,MOM_STOCH_OSCILLATOR_AUD18,3.620473571277312e-05
266,National Australia Bank's Business Confidence (QoQ)_PC_USD_Daily,3.614621192197946e-05
276,RBA trimmed mean CPI (YoY)_PC_USD_Daily,3.603439437962799e-05
12,Building Permits (YoY)_PC_AUD_hourly,3.592169804097568e-05
735,VOL_KELTNER_CHANNEL_H_BAND_AUD10,3.537146311091004e-05
94,HIA New Home Sales (MoM)_PC_USD_hourly,3.5104069689670424e-05
707,VOL_KELTNER_CHANNEL_CENTRAL_AUD2,3.5003352632989144e-05
586,VOL_BOLLINGER_BANDS_AUD20,3.480439898622016e-05
339,PC7_AUD_H4,3.467008938222303e-05
305,New Motor Vehicle Sales (MoM)_VOL_USD_Daily,3.456846408152525e-05
31,Participation Rate_PC_AUD_hourly,3.44812191645059e-05
588,VOL_BOLLINGER_H_BANDS_AUD9,3.318349196987346e-05
728,VOL_KELTNER_CHANNEL_H_BAND_AUD3,3.288055945723248e-05
757,VOL_KELTNER_CHANNEL_L_BAND_AUD12,3.2412346587970706e-05
172,Import Price Index (QoQ)_PC_AUD_Daily,3.2137031314744716e-05
254,Employment Change s_a__PC_USD_Daily,3.120967411212892e-05
378,TR_ADX_AUD6,2.6763867081373845e-05
577,VOL_BOLLINGER_BANDS_AUD11,2.1511338358560142e-05
66,Producer Price Index (QoQ)_VOL_AUD_hourly,1.683871508811389e-05
623,VOL_BOLLINGER_MAVG_AUD5,1.4051619972796494e-05
